time,lat,lng,demand
"05:00",25.02,121.461,1
"05:00",25.141,121.792,1
"05:00",25.052,121.467,1
"05:00",24.988,121.466,1
"05:00",25.023,121.24,1
"05:00",25.109,121.533,1
"05:00",25.201,121.438,1
"05:00",25.167,121.447,1
"05:00",22.962,120.192,1
"05:00",24.963,121.542,1
"05:00",25.036,121.513,1
"05:00",22.604,120.264,1
"05:00",25.062,121.64,1
"05:00",25.068,121.373,1
"05:00",25.102,121.511,1
"05:00",25.072,121.372,1
"05:00",25.123,121.467,1
"05:00",25.028,121.493,1
"05:00",22.57,120.336,1
"05:00",23.038,120.244,1
"05:00",25.036,121.547,1
"05:00",24.958,121.208,1
"05:00",25.013,121.54,1
"05:00",25.012,121.221,1
"05:00",24.119,120.668,1
"05:00",25.007,121.205,1
"05:00",25.011,121.217,1
"05:00",25.196,121.438,1
"05:00",25.054,121.364,1
"05:00",25.026,121.463,1
"05:00",25.024,121.526,1
"05:00",25.061,121.646,1
"05:00",22.714,120.344,1
"05:00",25.052,121.456,1
"05:00",25.045,121.58,1
"05:00",25.054,121.125,1
"05:00",25.129,121.738,1
"05:00",25.028,121.42,1
"05:00",24.663,121.56,1
"05:00",24.154,120.689,1
"05:00",24.98,121.452,1
"05:00",25.084,121.472,1
"05:00",25.045,121.526,1
"05:00",25.035,121.507,1
"05:00",25.039,121.567,1
"05:00",24.834,121.002,1
"05:00",25.067,121.619,1
"05:00",25.022,121.313,1
"05:00",24.954,121.293,1
"05:00",25.044,121.469,1
"05:00",24.922,121.374,1
"05:00",25.04,121.581,1
"05:00",25,121.472,1
"05:00",25.039,121.569,1
"05:00",24.981,121.218,1
"05:00",25.087,121.471,1
"05:00",24.985,121.414,1
"05:00",23.839,120.924,1
